DOC_ID,REPOSITORY,BOOK_SOURCE,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V02_1596,"Public Record Office, London",,"1. PRO, Admiralty 1/309.",doc,/TaggedPDF-doc/div/doc[1596]/src
NDAR_V02_1597,"Library of Congress, Washington",,"1. John Hancock Papers, II, 110-111, LC.",doc,/TaggedPDF-doc/div/doc[1597]/src
NDAR_V02_1598,,,"1. Pennsylvania Journal, December 6, 1775.",doc,/TaggedPDF-doc/div/doc[1598]/src
NDAR_V02_1599,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1599]/src
NDAR_V02_1600,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 168-169, BM.",doc,/TaggedPDF-doc/div/doc[1600]/src
NDAR_V02_1601,,,"1. Collections of the Connecticut Historical Society, II, 322, 323.",doc,/TaggedPDF-doc/div/doc[1601]/src
NDAR_V02_1602,,,"1. Douglass, from Connecticut, had been appointed captain in the 1st Connecticut regiment on May 1, 1775, and on June 13, had been assigned as aide de camp to Brigadier General David Wooster.",doc,/TaggedPDF-doc/div/doc[1602]/src
NDAR_V02_1603,"National Archives, Washington",,"1. Papers CC (Letters of Major General Philip Schuyler), 153, I, 342, NA.",doc,/TaggedPDF-doc/div/doc[1603]/src
NDAR_V02_1604,,,"1. New York Provincial Congress, II, 106.",doc,/TaggedPDF-doc/div/doc[1604]/src
NDAR_V02_1605,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 362-364.",doc,/TaggedPDF-doc/div/doc[1605]/src
NDAR_V02_1606,,,"1. Pennsylvania Colonial Records, X, 407-408.",doc,/TaggedPDF-doc/div/doc[1606]/src
NDAR_V02_1607,"Library of Congress, Washington",,"1. US Revolution, LC.",doc,/TaggedPDF-doc/div/doc[1607]/src
NDAR_V02_1608,,,"1. Provincial Congress of South Carolina, 125-126.",doc,/TaggedPDF-doc/div/doc[1608]/src
NDAR_V02_1609,,,"1. Barwick's Journal, DARL.",doc,/TaggedPDF-doc/div/doc[1609]/src
NDAR_V02_1610,"Public Record Office, London",,"1. PRO, Colonial Office, 226/6.",doc,/TaggedPDF-doc/div/doc[1610]/src
NDAR_V02_1611,"Franklin D. Roosevelt Library, Hyde Park, New York",,1. FDRL.,doc,/TaggedPDF-doc/div/doc[1611]/src
NDAR_V02_1612,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 169, BM.",doc,/TaggedPDF-doc/div/doc[1612]/src
NDAR_V02_1613,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 169, BM.",doc,/TaggedPDF-doc/div/doc[1613]/src
NDAR_V02_1614,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1614]/src
NDAR_V02_1615,"Public Record Office, London",,"1. PRO, Admiralty 51/600.",doc,/TaggedPDF-doc/div/doc[1615]/src
NDAR_V02_1616,,,"1. Hoadly, ed., Connecticut Records, XV, 182.",doc,/TaggedPDF-doc/div/doc[1616]/src
NDAR_V02_1617,"National Archives, Washington",,"1. Papers CC (Letters to Congress), 78, XIV, 33-37, NA.",doc,/TaggedPDF-doc/div/doc[1617]/src
NDAR_V02_1618,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 364, 365.",doc,/TaggedPDF-doc/div/doc[1618]/src
NDAR_V02_1619,"National Archives, Washington",,"1. Papers CC (Letter Books of the President of Congress), 12A, NA. Hulbert was a captain in the 3d New York regiment.",doc,/TaggedPDF-doc/div/doc[1619]/src
NDAR_V02_1620,,,"1. Pennsylvania Colonial Records, X, 408, 409.",doc,/TaggedPDF-doc/div/doc[1620]/src
NDAR_V02_1621,,,"1. Hazard, et al., eds., Pennsylvania Archives, 2nd series, I, 557.",doc,/TaggedPDF-doc/div/doc[1621]/src
NDAR_V02_1622,"Maryland Historical Society, Baltimore",,"1. US Naval Papers, MdHS.",doc,/TaggedPDF-doc/div/doc[1622]/src
NDAR_V02_1623,,,"1. Provincial Congress of South Carolina, 126-130.",doc,/TaggedPDF-doc/div/doc[1623]/src
NDAR_V02_1624,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1624]/src
NDAR_V02_1625,"Maine Historical Society, Portland",,"1. Arnold Letter Book, MeHS.",doc,/TaggedPDF-doc/div/doc[1625]/src
NDAR_V02_1626,,,"1. Collections of the New Hampshire Historical Society, VII, 25.",doc,/TaggedPDF-doc/div/doc[1626]/src
NDAR_V02_1627,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1627]/src
NDAR_V02_1628,"Public Record Office, London",,"1. PRO, Admiralty 1/484.",doc,/TaggedPDF-doc/div/doc[1628]/src
NDAR_V02_1629,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, Appendix, 106-107, BM.",doc,/TaggedPDF-doc/div/doc[1629]/src
NDAR_V02_1630,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, Appendix, 107, BM.",doc,/TaggedPDF-doc/div/doc[1630]/src
NDAR_V02_1631,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 169, BM.",doc,/TaggedPDF-doc/div/doc[1631]/src
NDAR_V02_1632,,,"1. ""The Kemble Papers,"" Collections of the New-York Historical Society, I, 62.",doc,/TaggedPDF-doc/div/doc[1632]/src
NDAR_V02_1633,"Public Record Office, London",,"1. PRO, Admiralty 51/972.",doc,/TaggedPDF-doc/div/doc[1633]/src
NDAR_V02_1634,"Public Record Office, London",,"1. PRO, Admiralty 51/771.",doc,/TaggedPDF-doc/div/doc[1634]/src
NDAR_V02_1635,"Public Record Office, London",,"1. PRO, Admiralty 51/793.",doc,/TaggedPDF-doc/div/doc[1635]/src
NDAR_V02_1636,"Public Record Office, London",,"1. Manvide's Journal, PRO, Admiralty 1/485.",doc,/TaggedPDF-doc/div/doc[1636]/src
NDAR_V02_1637,"Public Record Office, London",,"1. PRO, Admiralty 51/1039.",doc,/TaggedPDF-doc/div/doc[1637]/src
NDAR_V02_1638,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 368, 369.",doc,/TaggedPDF-doc/div/doc[1638]/src
NDAR_V02_1639,"University of Virginia Library, Charlottesville",,"1. Lee Papers, UVL.",doc,/TaggedPDF-doc/div/doc[1639]/src
NDAR_V02_1640,,"Julian P. Boyd, ed., The Papers of Thomas Jefferson (Princeton, 1952).","1. Boyd, ed., Jefferson Papers, I, 264-266.",doc,/TaggedPDF-doc/div/doc[1640]/src
NDAR_V02_1642,"National Archives, Washington",,"1. Intercepted Letters, Papers CC, 51, I, 401, NA. This letter was forwarded to Congress in George Washington's letter of December 18, 1775. It was found on board the prize brig Betsey.",doc,/TaggedPDF-doc/div/doc[1642]/src
NDAR_V02_1643,"North Carolina Department of Archives and History, Raleigh",,"1. Secretary of State Papers (Committee of Safety 1774-1776), NCDAH.",doc,/TaggedPDF-doc/div/doc[1643]/src
NDAR_V02_1644,,,"1. Provincial Congress of South Carolina, 130-134.",doc,/TaggedPDF-doc/div/doc[1644]/src
NDAR_V02_1645,"Maine Historical Society, Portland",,"1. Arnold Letter Book, MeHS.",doc,/TaggedPDF-doc/div/doc[1645]/src
NDAR_V02_1646,"Maine Historical Society, Portland",,"1. Arnold Letter Book, MeHS.",doc,/TaggedPDF-doc/div/doc[1646]/src
NDAR_V02_1647,"Public Record Office, London",,"1. PRO, Admiralty 51/550.",doc,/TaggedPDF-doc/div/doc[1647]/src
NDAR_V02_1648,"Public Record Office, London",,"1. PRO, Colonial Office, 226/6.",doc,/TaggedPDF-doc/div/doc[1648]/src
NDAR_V02_1649,"Massachusetts Archives, Boston",,"1. Mass. Arch., vol. 180, 233, 233a.",doc,/TaggedPDF-doc/div/doc[1649]/src
NDAR_V02_1650,"Massachusetts Historical Society, Boston",,"1. Adams Papers, MassHS. This letter was continued under date of December 10, 1775.",doc,/TaggedPDF-doc/div/doc[1650]/src
NDAR_V02_1651,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 170, BM.",doc,/TaggedPDF-doc/div/doc[1651]/src
NDAR_V02_1652,"Public Record Office, London",,"1. PRO, Admiralty 51/771.",doc,/TaggedPDF-doc/div/doc[1652]/src
NDAR_V02_1653,"Public Record Office, London",,"1. PRO, Admiralty 51/693.",doc,/TaggedPDF-doc/div/doc[1653]/src
NDAR_V02_1654,"Public Record Office, London",,"1. Manvide's Journal, PRO, Admiralty 1/485.",doc,/TaggedPDF-doc/div/doc[1654]/src
NDAR_V02_1655,"Library of Congress, Washington",,"1. Trumbull Papers, Force Transcript, LC.",doc,/TaggedPDF-doc/div/doc[1655]/src
NDAR_V02_1656,,"William H. W. Sabine, ed., Historical Memoirs from 16 March 1763 to 9 July 1776 of William Smith, Historian of the Province of New York, Member of the Governor's Council and last Chief Justice of That Province under the Crown (New York, 1956). ","1. Sabine, ed., Memoirs of William Smith, 242-243.",doc,/TaggedPDF-doc/div/doc[1656]/src
NDAR_V02_1657,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 370-376.",doc,/TaggedPDF-doc/div/doc[1657]/src
NDAR_V02_1658,,,"1. Pennsylvania Colonial Records, X, 411-412.",doc,/TaggedPDF-doc/div/doc[1658]/src
NDAR_V02_1659,,,"1. See William Watson to George Washington, November 3, 1775.",doc,/TaggedPDF-doc/div/doc[1659]/src
NDAR_V02_1660,"Maryland Archives (Hall of Records), Annapolis",,1. Md. Arch.,doc,/TaggedPDF-doc/div/doc[1660]/src
NDAR_V02_1661,"Maryland Archives (Hall of Records), Annapolis",,"1. Md. Arch., Red Book, XI.",doc,/TaggedPDF-doc/div/doc[1661]/src
NDAR_V02_1662,"National Archives, Washington",,"1. Papers CC (Virginia State Papers), 71, I, 17, 19, NA.",doc,/TaggedPDF-doc/div/doc[1662]/src
NDAR_V02_1663,,"Julian P. Boyd, ed., The Papers of Thomas Jefferson (Princeton, 1952).","1. Boyd, ed., Jefferson Papers, I, 266-268.",doc,/TaggedPDF-doc/div/doc[1663]/src
NDAR_V02_1664,"Public Record Office, London",,"1. PRO, Admiralty 51/4252.",doc,/TaggedPDF-doc/div/doc[1664]/src
NDAR_V02_1665,,"Peter Force, comp., American Archives, Fourth Series (Washington, 1837-1853).","1. Force, comp., American Archives, 4th, IV, 1318-1320.",doc,/TaggedPDF-doc/div/doc[1665]/src
NDAR_V02_1666,,,"1. Bartlett Papers, No. 5484, BHS.",doc,/TaggedPDF-doc/div/doc[1666]/src
NDAR_V02_1667,,,"1. Proceedings of the Massachusetts Historical Society, 1st, VII, 216.",doc,/TaggedPDF-doc/div/doc[1667]/src
NDAR_V02_1668,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 170-173, BM.",doc,/TaggedPDF-doc/div/doc[1668]/src
NDAR_V02_1669,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 171-172, BM.",doc,/TaggedPDF-doc/div/doc[1669]/src
NDAR_V02_1670,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 170-171, BM.",doc,/TaggedPDF-doc/div/doc[1670]/src
NDAR_V02_1671,"Public Record Office, London",,"1. PRO, Admiralty 51/693.",doc,/TaggedPDF-doc/div/doc[1671]/src
NDAR_V02_1672,"Public Record Office, London",,"1. PRO, Admiralty 52/1884.",doc,/TaggedPDF-doc/div/doc[1672]/src
NDAR_V02_1673,"Public Record Office, London",,"1. Manvide's Journal, PRO, Admiralty 1/485.",doc,/TaggedPDF-doc/div/doc[1673]/src
NDAR_V02_1674,,,"1. Dexter, ed., Diary of Ezra Stiles, I, 636.",doc,/TaggedPDF-doc/div/doc[1674]/src
NDAR_V02_1675,"Columbia University Library, New York",,"1. John Jay Collection, CUL.",doc,/TaggedPDF-doc/div/doc[1675]/src
NDAR_V02_1676,,,"1. Ford, comp. and ed., Webb Papers, I, 120, 122.",doc,/TaggedPDF-doc/div/doc[1676]/src
NDAR_V02_1677,,,"1. Morning Chronicle and London Advertiser, January 2, 1776.",doc,/TaggedPDF-doc/div/doc[1677]/src
NDAR_V02_1678,"Library of Congress, Washington",,"1. US Revolution, LC. Continuation of a letter begun November 1st.",doc,/TaggedPDF-doc/div/doc[1678]/src
NDAR_V02_1679,"Public Record Office, London",,"1. PRO, Admiralty 51/872.",doc,/TaggedPDF-doc/div/doc[1679]/src
NDAR_V02_1680,"Public Record Office, London",,"1. PRO, Admiralty 51/218.",doc,/TaggedPDF-doc/div/doc[1680]/src
NDAR_V02_1681,"Public Record Office, London",,"1. PRO, Admiralty 1/309.",doc,/TaggedPDF-doc/div/doc[1681]/src
NDAR_V02_1682,"Public Record Office, London",,"1. PRO, Admiralty 1/309.",doc,/TaggedPDF-doc/div/doc[1682]/src
NDAR_V02_1683,,,"1. Barwick's Journal, DARL.",doc,/TaggedPDF-doc/div/doc[1683]/src
NDAR_V02_1684,"Dominion (Public) Archives of Canada, Ottawa",,"1. PRO, Colonial Office, 217/52, Nova Scotia Papers, DAC Photocopy.",doc,/TaggedPDF-doc/div/doc[1684]/src
NDAR_V02_1685,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1685]/src
NDAR_V02_1686,"Public Record Office, London",,"1. PRO, Admiralty 51/600.",doc,/TaggedPDF-doc/div/doc[1686]/src
NDAR_V02_1687,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1687]/src
NDAR_V02_1688,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1688]/src
NDAR_V02_1689,,"John C. Fitzpatrick, ed., The Writings of George Washington (Washington, 1921-1940). ","1. Fitzpatrick, ed., Writings of Washington, IV, 116, 117.",doc,/TaggedPDF-doc/div/doc[1689]/src
NDAR_V02_1690,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1690]/src
NDAR_V02_1691,"Public Record Office, London",,"1. PRO, Admiralty 52/1775. The log was kept by Abraham Pulliblank who was ""Second Master & Pilot,"" ibid.",doc,/TaggedPDF-doc/div/doc[1691]/src
NDAR_V02_1692,"Public Record Office, London",,"1. PRO, Colonial Office, 5/92.",doc,/TaggedPDF-doc/div/doc[1692]/src
NDAR_V02_1693,"Massachusetts Historical Society, Boston",,"1. Henry Knox Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[1693]/src
NDAR_V02_1694,"Public Record Office, London",,"1. Manvide's Journal, PRO, Admiralty 1/485.",doc,/TaggedPDF-doc/div/doc[1694]/src
NDAR_V02_1695,"Rhode Island Historical Society, Providence",,"1. Cooke Papers, RIHS.",doc,/TaggedPDF-doc/div/doc[1695]/src
NDAR_V02_1696,,,"1. Dexter, ed., Diary of Ezra Stiles, I, 636.",doc,/TaggedPDF-doc/div/doc[1696]/src
NDAR_V02_1697,,,"1. See Journal of the South Carolina Provincial Congress, November 2, 1775.",doc,/TaggedPDF-doc/div/doc[1697]/src
NDAR_V02_1698,"National Archives, Washington",,"1. Papers CC (Letters of Major General Philip Schuyler), 153, I, 350-353, NA.",doc,/TaggedPDF-doc/div/doc[1698]/src
NDAR_V02_1699,"Columbia University Library, New York",,"1. John Jay Collection, CUL. Jay was a New York delegate in the Continental Congress.",doc,/TaggedPDF-doc/div/doc[1699]/src
NDAR_V02_1700,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1700]/src
NDAR_V02_1701,"Massachusetts Historical Society, Boston",,"1. Butterfield, ed., Diary and Autobiography of John Adams, II, 221. The list was written on the inside cover of John Adams' Diary for 1775, MassHS.",doc,/TaggedPDF-doc/div/doc[1701]/src
NDAR_V02_1702,"National Archives, Washington",,1. USNAM.,doc,/TaggedPDF-doc/div/doc[1702]/src
NDAR_V02_1703,,,"1. George Herbert Ryden, ed., Letters to and from Caesar Rodney 1756-1784 (Philadelphia, 1933), 68-69.",doc,/TaggedPDF-doc/div/doc[1703]/src
NDAR_V02_1704,"Library of Congress, Washington",,"1. Baltimore Committee, LC.",doc,/TaggedPDF-doc/div/doc[1704]/src
NDAR_V02_1705,"Maryland Archives (Hall of Records), Annapolis",,1. Md. Arch.,doc,/TaggedPDF-doc/div/doc[1705]/src
NDAR_V02_1706,"Maryland Archives (Hall of Records), Annapolis",,"1. Court of Vice-Admiralty Records, Md. Arch.",doc,/TaggedPDF-doc/div/doc[1706]/src
NDAR_V02_1707,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1707]/src
NDAR_V02_1708,,"Wachovia Archives, Winston-Salem, N.C.; printed in Adelaide L. Fries, ed., Records of the Moravians in North Carolina, (Raleigh, 1925).","1. Fries, ed., Moravians in North Carolina, II, 891.",doc,/TaggedPDF-doc/div/doc[1708]/src
NDAR_V02_1709,,,"1. Provincial Congress of South Carolina, 145-146.",doc,/TaggedPDF-doc/div/doc[1709]/src
NDAR_V02_1710,"Public Record Office, London",,"1. PRO, Admiralty 51/4330.",doc,/TaggedPDF-doc/div/doc[1710]/src
NDAR_V02_1711,,,"1. ""Ritzema's Journal,"" Magazine of American History, Part I, 103-104.",doc,/TaggedPDF-doc/div/doc[1711]/src
NDAR_V02_1712,"National Archives, Washington",,"1. Papers CC (Letters of George Washington), 152, I, 291-293, NA.",doc,/TaggedPDF-doc/div/doc[1712]/src
NDAR_V02_1713,,,"1. Lloyd's Evening Post and British Chronicle, January 1 to January 3, 1776. The letter was ""received at Bristol [England] by a light Victualler.""",doc,/TaggedPDF-doc/div/doc[1713]/src
NDAR_V02_1714,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 173-174, BM.",doc,/TaggedPDF-doc/div/doc[1714]/src
NDAR_V02_1715,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 171, BM.",doc,/TaggedPDF-doc/div/doc[1715]/src
NDAR_V02_1716,"Public Record Office, London",,"1. Manvide's Journal, PRO, Admiralty 1/485.",doc,/TaggedPDF-doc/div/doc[1716]/src
NDAR_V02_1717,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1717]/src
NDAR_V02_1718,"National Archives, Washington",,"1. Papers CC (Letters of Major General Philip Schuyler), 153, I, 354-355, NA. Conclusion of November 27 letter.",doc,/TaggedPDF-doc/div/doc[1718]/src
NDAR_V02_1719,,"William H. W. Sabine, ed., Historical Memoirs from 16 March 1763 to 9 July 1776 of William Smith, Historian of the Province of New York, Member of the Governor's Council and last Chief Justice of That Province under the Crown (New York, 1956). ","1. Sabine, ed., Memoirs of William Smith, 243.",doc,/TaggedPDF-doc/div/doc[1719]/src
NDAR_V02_1720,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 378-387.",doc,/TaggedPDF-doc/div/doc[1720]/src
NDAR_V02_1721,,,"1. Butterfield, ed., Diary and Autobiography of John Adams, III, 349-350.",doc,/TaggedPDF-doc/div/doc[1721]/src
NDAR_V02_1722,"Historical Society of Pennsylvania, Philadelphia",,"1. Miscellaneous Collection, HSP. The form printed for the use of naval officers; the words ""of the armed"" and ""called the"" being stricken from the document. However, one phrase could not be eliminated; hence, Nicholas, as the form reads, was appointed and ""fitted out for the defence of American Liberty.""",doc,/TaggedPDF-doc/div/doc[1722]/src
NDAR_V02_1723,,,"1. Pennsylvania Colonial Records, X, 415,416.",doc,/TaggedPDF-doc/div/doc[1723]/src
NDAR_V02_1724,,,"1. Hazard, et al., eds., Pennsylvania Archives, 1st series, IV, 686.",doc,/TaggedPDF-doc/div/doc[1724]/src
NDAR_V02_1725,"John Carter Brown Library, Providence",,"1. Nicholas Brown Papers, JCBL.",doc,/TaggedPDF-doc/div/doc[1725]/src
NDAR_V02_1726,"Public Record Office, London",,"1. PRO, Colonial Office, 5/40. An intercepted letter.",doc,/TaggedPDF-doc/div/doc[1726]/src
NDAR_V02_1727,,,"1. Provincial Congress of South Carolina, 148-152.",doc,/TaggedPDF-doc/div/doc[1727]/src
NDAR_V02_1728,,,"1. South Carolina Historical and Genealogical Magazine, IX, 116-117.",doc,/TaggedPDF-doc/div/doc[1728]/src
NDAR_V02_1729,"Library of Congress, Washington",,"1. PRO, Colonial Office, 5/634, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1729]/src
NDAR_V02_1730,,,"1. Bartlett Papers, No. 5655, BHS.",doc,/TaggedPDF-doc/div/doc[1730]/src
NDAR_V02_1731,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, II, 3, BM.",doc,/TaggedPDF-doc/div/doc[1731]/src
NDAR_V02_1732,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, Appendix, 107-108, BM.",doc,/TaggedPDF-doc/div/doc[1732]/src
NDAR_V02_1733,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, Appendix, 108, BM.",doc,/TaggedPDF-doc/div/doc[1733]/src
NDAR_V02_1734,,,1. PM.,doc,/TaggedPDF-doc/div/doc[1734]/src
NDAR_V02_1735,"Public Record Office, London",,"1. PRO, Admiralty 51/693.",doc,/TaggedPDF-doc/div/doc[1735]/src
NDAR_V02_1736,"Public Record Office, London",,"1. Manvide's Journal, PRO, Admiralty 1/485.",doc,/TaggedPDF-doc/div/doc[1736]/src
NDAR_V02_1737,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1737]/src
NDAR_V02_1738,"National Archives, Washington",,"1. Papers CC (Letters to Congress), 78, XIV, 43, NA.",doc,/TaggedPDF-doc/div/doc[1738]/src
NDAR_V02_1739,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 389, 390, 392.",doc,/TaggedPDF-doc/div/doc[1739]/src
NDAR_V02_1740,,,"1. Pennsylvania Colonial Records, X, 416.",doc,/TaggedPDF-doc/div/doc[1740]/src
NDAR_V02_1741,,"Julian P. Boyd, ed., The Papers of Thomas Jefferson (Princeton, 1952).","1. Boyd, ed., Jefferson Papers, I, 268-270. John Randolph, former Burgess of Virginia, had fled to England earlier in the year. He was a brother of Peyton Randolph, first President of the Continental Congress.",doc,/TaggedPDF-doc/div/doc[1741]/src
NDAR_V02_1742,"Public Record Office, London",,"1. PRO, Admiralty 51/663.",doc,/TaggedPDF-doc/div/doc[1742]/src
NDAR_V02_1743,,"Wachovia Archives, Winston-Salem, N.C.; printed in Adelaide L. Fries, ed., Records of the Moravians in North Carolina, (Raleigh, 1925).","1. Fries, ed., Moravians in North Carolina, II, 891.",doc,/TaggedPDF-doc/div/doc[1743]/src
NDAR_V02_1744,"Public Record Office, London",,"1. PRO, Admiralty 51/872.",doc,/TaggedPDF-doc/div/doc[1744]/src
NDAR_V02_1745,"Public Record Office, London",,"1. PRO, Admiralty 1/240.",doc,/TaggedPDF-doc/div/doc[1745]/src
NDAR_V02_1746,"Public Record Office, London",,"1. PRO, Admiralty 1/240.",doc,/TaggedPDF-doc/div/doc[1746]/src
NDAR_V02_1747,"Maine Historical Society, Portland",,"1. Arnold Letter Book, MeHS.",doc,/TaggedPDF-doc/div/doc[1747]/src
NDAR_V02_1748,"Maine Historical Society, Portland",,"1. Arnold Letter Book, MeHS.",doc,/TaggedPDF-doc/div/doc[1748]/src
NDAR_V02_1749,,,"1. Council Minutes, N. S. Arch.",doc,/TaggedPDF-doc/div/doc[1749]/src
NDAR_V02_1750,"Massachusetts Archives, Boston",,"1. Mass. Arch., vol. 137, 52.",doc,/TaggedPDF-doc/div/doc[1750]/src
NDAR_V02_1751,"National Archives, Washington",,"1. Papers CC (Letters of George Washington), 152, I, 301, NA.",doc,/TaggedPDF-doc/div/doc[1751]/src
NDAR_V02_1752,,"John C. Fitzpatrick, ed., The Writings of George Washington (Washington, 1921-1940). ","1. Fitzpatrick, ed., Writings of Washington, IV, 130, 131.",doc,/TaggedPDF-doc/div/doc[1752]/src
NDAR_V02_1753,,,"1. London Chronicle, January 4 to January 6, 1776. Letter was sent ""to his Owner at Shields.""",doc,/TaggedPDF-doc/div/doc[1753]/src
NDAR_V02_1754,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, II, 3-4, BM.",doc,/TaggedPDF-doc/div/doc[1754]/src
NDAR_V02_1755,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, II, 4-6, BM.",doc,/TaggedPDF-doc/div/doc[1755]/src
NDAR_V02_1756,,,"1. Morning Chronicle and London Advertiser, January 6, 1776.",doc,/TaggedPDF-doc/div/doc[1756]/src
NDAR_V02_1757,"Public Record Office, London",,"1. Manvide's Journal, PRO, Admiralty 1/485.",doc,/TaggedPDF-doc/div/doc[1757]/src
NDAR_V02_1758,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1758]/src
NDAR_V02_1759,"Rhode Island Archives, Providence",,"1. Proceedings of the General Committee, R.I. Arch. A Committee appointed to act during the recess of the General Assembly.",doc,/TaggedPDF-doc/div/doc[1759]/src
NDAR_V02_1760,,,"1. Dexter, ed., Diary of Ezra Stiles, 1, 640.",doc,/TaggedPDF-doc/div/doc[1760]/src
NDAR_V02_1761,"Public Record Office, London",,"1. PRO, Admiralty 51/398.",doc,/TaggedPDF-doc/div/doc[1761]/src
NDAR_V02_1762,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Hildreth-Putnam Collection, II, 151, MCL.",doc,/TaggedPDF-doc/div/doc[1762]/src
NDAR_V02_1763,"Yale University Library, New Haven",,"1. Shaw Collection, YUL.",doc,/TaggedPDF-doc/div/doc[1763]/src
