"John Brown"						" and Charge the same to account of the Ships of"																
"Warr"						" the other one to be void - We are Your Honours -LSB- & c. -RSB-"																
"Nichs Cooke John J. Clark Joseph Brown Jos. Nightingale Dan"																						
"Tillinghast Jabez Bowen"																						
"Stephen Hopkins"																						
"Nicholas Brown"																						
"Remington"																						
"Wallace"																						
"Denny"																						
"VanderHaydon"																						
"Thos"																						
"Rockingham"																						
"-LSB- Andrew -RSB- Elliot"																						
"John Temple"																						
"William"																						
"William H. W. Sabine"																						
"William Smith"																						
"Nezu York"																						
"Sabine"																						
"William Smith"																						
"Robert Temple"																						
"William"																						
"Smith"																						
"John Foxcroft"																						
"Sandy Hook"																						
"-LSB- Thomas -RSB- Randall"																						
"-LSB- Anthony"																						
"Denning"																						
"-LSB- Jacobus"																						
"Van Zandt"																						
"Joseph Hallett"						" useful or necessary "	" that they apply to this"															
"Van Zandt"																						
"Rosamond"																						
"Rosamond"																						
"Wright"																						
"Van Zandt"																						
"Snell"																						
"William Douglass"																						
"Andrew Van Tuyle"																						
"Isaac Simonson"																						
"William Douglass"																						
"Van Tuyl"																						
"Isaac Simon"																						
"Ja"																						
"Van Zandt"																						
"Van Zandt"																						
"Van Zandt"						" that then they will repay the said moneys to the said Mr."																
"Van Zandt"																						
"Peter Van Brugh Livingston"																						
"-LSB- Thomas -RSB- Smith"																						
"Eliza - beth Town"																						
"Hyde"																						
"Parker"																						
"Barnard"																						
"Philad"																						
"Thomas Houston"																						
"Jonathan -RSB- Hudson"																						
"Nicholson"																						
"Thomas Archer"																						
"Howe"						" powder "	" and if necessary with 3 or 4 barrels of Pork ."															
"Dunmore"																						
"Chace"																						
"Rice"																						
"Chace"																						
"David Shally"																						
"Henry -RSB- Clinton"																						
"John Shields Seamn"																						
"Sail"																						
"Fath"																						
"Daniel Redman"																						
"Jno Harris Seamn"																						
"Davison"																						
"Johnson"																						
"Peggy"																						
"Samuel Davison"						" by"																
"H.M. Sloop Viper"																						
"Isaac Vandam"																						
"John -RSB- Goodrich"						" Shall not be able to render you any further Service at present than procras - tinating a Settlement -LRB- which expect to Effect -RRB- until1 I can be furnish 'd with proper Credentials from your Honorable Board to invalidate the Claim of Mr Bartho ."																
"Goodrich"																						
"Van Bebber"																						
"Bartlett"																						
"Sally"																						
"Nathaniel Packard"						" 1776 ."																
"Moylan"																						
"Manley"																						
"Samuel -RSB- Tucker"																						
"John Ayres"																						
"Hur Cargow"																						
"Verey"																						
"Sargent"																						
"COOKE"																						
"NICHOLAS"																						
"Manly"																						
"Ayscough"																						
"-LSB- Henry -RSB- Babcock"																						
"Wallace"																						
"Paul Allen"																						
"Nicholas Cooke"						" 305-06 ."																
"Susannah"																						
"Nicholas Brown"																						
"Paul Allen-from Curiso"																						
"Dols"																						
"Dols"																						
"Foxcroft"																						
"John Foxcroft"																						
"Esqr"																						
"-LSB- Thomas -RSB- Randall"																						
"Bernard"																						
"Sandy Hook"																						
"Parker"																						
"Presdt"																						
"John Hancock Esqr"																						
"Die Martis"																						
"John Sloss"																						
"Malcom -LSB- William ~ alcolm"						" with the assistance of"																
"Taylor"																						
"Malcom"																						
"Malcom"																						
"George Taylor"																						
"William Malcom"						" being articles brought from ."																
"Sandy Hook"																						
"George Taylor"																						
"Chamberlain"																						
"R. Lee"																						
"Nicholson"																						
"Janles Tibbett"																						
"James -RSB- Wallace"																						
"Joseph Wharton"																						
"Messrs -LSB- Stephen -RSB- Hopkins"																						
"Peyton -RSB- Randolph"																						
"J Rutledge"																						
"Richard -RSB- Gridley"																						
"Monkomery"						" than a desire of defending & transmi < tiqg the libertys of this Country "	" unim - paired to posterity ."															
"John Macpherson"																						
"Gridley"																						
"Macpherson"																						
"John Macpherson"																						
"Jr."																						
"Montgomery"																						
"Nicholson"																						
"Nicholson"																						
"Nicholson"																						
"James Philips"																						
"Isaac Vanbibber"																						
"Thomas Elliot"																						
"Wil - liam Spear"																						
"Braddock"																						
"J.ohn Ashburner"																						
"James Nicholson"						" for their spirited active & resolute"																
"Nicholson"																						
"Don"																						
"Capt Squire"																						
"Dunlap"																						
"James Nicholson"																						
"Nicholson"						" retook a ship with four or five other prizes which the enenlies tenders had taken "	" and put them to flight "	" returned in triumph to hart with his retaken prizes "	" valued at upwards of eleven Thousand Pounds - Our friends from all parts of the country flocked in to our assistance "	" and great numbers were stopt on their way to the town ."												
"Denny"																						
"Edward -RSB- Travis"																						
"ANDREW"																						
"Michl Sweetman"						" Swivels "	" Piggs & Iron Ballast "															
"Grapnail"																						
"Howe"																						
"Dunmores"																						
"Chace"																						
"Howe Tender"																						
"Maria"																						
"Laden"																						
"Maria"																						
"Howe"																						
"Maria"																						
"Dennis"																						
"Howe"						" Admiralty 1 / ?"																
"Junck"																						
"Mark"																						
"Govr Martin"																						
"Paul ` Cruize"																						
"Gayton"																						
"Hunter"																						
"Porter"																						
"John Manley"																						
"John -RSB- Thomas -LSB- John -RSB- Sullivan"																						
"William -RSB- Heath"																						
"Nathanael -RSB- Greene"																						
"Joseph -RSB- Spencer -LSB- Horatio"																						
"George Washington"						" NA ."																
"James -RSB- Wallace"																						
"George Washington"						" NA ."																
"Frederick S. Hicks"																						
"James Wadsworth"																						
"Holbrook"																						
"Thomas"																						
"Francis Lewis"																						
"J.Macpherson"																						
"Edmund Custis"																						
"-LSB- Samuel -RSB- Ward"																						
"Morrow"																						
"James Tihbett"																						
"Robert Morris"																						
"Samuel -RSB- Ward"																						
"Samuel -RSB- Chase"																						
"George"																						
"Thomas"																						
"Thomas -RSB- Johnson"																						
"John"																						
"Jay"																						
"Rutledge"																						
"Franklin"																						
"Richard Smith"																						
"Wythe"																						
"Baron Frederick Wilhclm de Woedtke"																						
"Jno"																						
"M. Nesbitt"																						
"Esq"																						
"Hillegas"																						
"Arthur Donaldson"																						
"John Cobourn"																						
"Thomas Forrest"																						
"Landsmen"																						
"John -RSB- Rice"																						
"Messrs William Spear"																						
"Hercules Courtenay"																						
"George Wells"																						
"Isaac Vanbibber"																						
"David Laurence"																						
"John Thomas Boucher"																						
"Messrs Jno Smith Benjamin"																						
"James -RSB- Nicholson"																						
"John Thomas -RSB- Boucher"																						
"Captn Nicholson"																						
"Sam"																						
"JACKSON"																						
"Rammer"																						
"Rammer"																						
"Abraham Jackson"																						
"R. Morris"																						
"Abraham Jackson"																						
"Busi - ness"																						
"Edward"																						
"W. Hall Clk.Comtee"																						
"James Tibbett"																						
"Thomas Johnson"																						
"Robert Alexander"																						
"Tibbett"																						
"Jonathan -RSB- Hudson"																						
"Alann"																						
"Thomas"																						
"Nicholson"																						
"Wirt"																						
"Scarborough"																						
"Tamer"																						
"George Bunner"																						
"Norton Cole"																						
"Scarborough"																						
"Captn Barkley Satury"																						
"Briggs"																						
"Anchod"																						
"Wednesy"																						
"Lawrence"																						
"Hinchinbrooke"																						
"Raven"																						
"Tybee Barr"																						
"William Pickard"																						
"George Bunner"																						
"Raven"																						
"David -RSB- Bray"																						
"Innis"																						
"Perkins"																						
"Shuldham"																						
"Warr"																						
"Pierce"																						
"John Bell"																						
"Thomas -RSB- Tash"																						
"Bouton"																						
"SALTER"																						
"Eliphalet Daniels"																						
"Daniels"																						
"Salter"																						
"Bouton"																						
"Dosson"																						
"Venter"																						
"LieutenantGeorge Dawson"																						
"James Watts"																						
"Trumbul"																						
"Manly"																						
"Porter"																						
"Manley"																						
"John Frazer"																						
"James Watts"																						
"Martha"																						
"Manley"																						
"Joseph Ward"																						
"Ward"																						
"Bristol Nantuckett"																						
"Cap Holmes"																						
"Thomas Cushing"																						
"Holmes"																						
"Perez Morton"																						
"William Cooper Sp"																						
"Seth Harding"																						
"Seth Harding"																						
"John McCleave"																						
"-LSB- James -RSB- Hopkins"																						
"Jabez Huntington"																						
"Benj"																						
"-LSB- Jonathan -RSB- Lester"																						
"Die Jovis"																						
"Benson"																						
"Stirling"																						
"Craig"																						
"Vernon"																						
"Vernon"																						
"Govr Tryon"																						
"Vernon"																						
"Craig"																						
"Vernon"																						
"Gordon"																						
"John Tabor"																						
"Kempe"																						
"Courtland -RSB- Skinner"																						
"Vernon"																						
"Morris Graham"																						
"Thomas Vernon"																						
"Die Jovis"																						
"Gordon"																						
"Abraham Lott"																						
"William Gandell"																						
"Petitioner"						" as also of Masters and Lieutenants in the vessels on the Lakes "	" and likewise in those that are building up the North-River "	" he offers himself as a proper person to fill up either of the said vacancies ."														
"Petitioner"																						
"Julius Caesar"																						
"John Thomson"																						
"Chester"																						
"Mary - land"																						
"Smyth"																						
"Ringgold"																						
"Chester"																						
"Franklins"																						
"Smith"																						
"Mulford"																						
"Charles Smith"																						
"Samuel Franklin"																						
"Parker"																						
"Smith"																						
"Lee"																						
"Jones"																						
"Smith"																						
"Lee"																						
"William Whipple"																						
"Whipple"																						
"Francis Wade"																						
"James -RSB- Montgomery"																						
"Samuel"																						
"Charles -RSB- Alexander"																						
"Richard -RSB- Eyres"																						
"Alexander -RSB- Henderson"																						
"Nathan -RSB- Boyce"																						
"Wade"																						
"Landsmen"																						
"Nicholson"																						
"Hudson"																						
"Nicholson"																						
"Nicholson"																						
"William Houston"																						
"Captn Tibbett"																						
"Robert Townsend Hooe"																						
"Conway"																						
"Joshua Beall"																						
"Wm Smallwood"																						
"Thomas Conway"																						
"Dunmore"						" & c. - They are all properly confined ."																
"Richard Taylor"																						
"Caroline"																						
"Fielding Lewis"																						
"Boatswain"																						
"Thomas Hamilton"																						
"George Mutor"																						
"-LSB- Archibald"																						
"Cary"						" and to enlist 40 seamen ."																
"Roebuck"																						
"Arthur Middleton"																						
"Wright"																						
"Savanna"																						
"Henry Laurens Letter Book"																						
"Tonyn"																						
"Lieut Grant of His Majesty"																						
"Lieut"																						
"James Wright"																						
"Savanah"																						
"Peter Parker"																						
"Savanah"																						
"James Wright Edwd Thornborough Signed Andw Barkley John Stanhope James Grant John Maitland"																						
"BARKLEY"																						
"ANTHONY STOKES Scarborough"																						
"Inglis"																						
"Wardell"																						
"Roberts"																						
"Rice"						" Captain"																
"Powell"																						
"Tattnall"																						
"Mullryne"																						
"Inglis"																						
"Wardell"																						
"Lachlan McIntosh"																						
"Samuel Elbert"																						
"Joseph Habersham"						" by a writ - ing under their hands "	" for the future security of your persons "	" families "	" and properties "	" while you act a neutral part "	" and likewise the security of the per - son "	" "	" family "	" and property of the Governour "	" gentlemen of the Council "	" and other servants of the Crown "	" who may not be in confinement "	" and that you "	" any "	" or all of you "	" shall be at liberty to quit the Province when you or they think proper "	" and also that the Captains"
"Inglis"																						
"Wardell"						" then "	" and in that case "	" you are author - ized to'assure the people or their leaders "	" that we will release the Messrs. De - meri. "													
"Roberts"																						
"Rice"																						
"Andrew Barkley"																						
"James Grant"																						
"Andrew Lee"						" which he intends to take away "	" and put on board some of the transports for"															
"James Taylor"																						
"Majesty"																						
"Begoira"																						
"Richard Harrison"																						
"His Majesty"																						
"Manly"						" and three barrels of powder ."																
"John Frazer"																						
"Vrable"																						
"Np Carilina"																						
"Balch"																						
"S. Niger"																						
"Chace"																						
"Gurnett"																						
"Bower"																						
"Stephen Hop"																						
"Lee"																						
"William -RSB- Howe"																						
"Lee"																						
"Richard Smith"																						
"John Manley"																						
"William Smith"																						
"John Adams"																						
"R.C."																						
"Adam"																						
"Robert"																						
"Virga"																						
"John -RSB- Hancock"																						
"Hancock"																						
"Clinton"																						
"Robert Temple"																						
"Arthur Lee"																						
"Deane"																						
"Lee"																						
"Wil - liam -RSB- Richards"																						
"Nathaniel -RSB- Falconer"																						
"Thomas -RSB- Reed"																						
"Nixon"																						
"John Cobourn"																						
"Nixon"																						
"Esq"																						
"John Rice"																						
"John Rice"																						
"-LSB- John -RSB- Nixon"																						
"Robert -RSB- Whyte"																						
"James Nicholson"																						
"Robert Brown"																						
"Robt Chapple"																						
"Capt Squires"																						
"Isaac Vanbibber"																						
"John Boone"																						
"Joseph M"																						
"-RSB- Guffin"																						
"Seth Paddock"																						
"Oliver White"																						
"Nathaniel Smith"																						
"Robert Christie"																						
"James Clarke"																						
"Martin Trout"																						
"Silvanus Coffin"																						
"Job Greene"																						
"Adams"																						
"Melchior Reener"																						
"John Cornthwait"																						
"John Martin Baker"																						
"John Boone"																						
"Thos Jacobs"																						
"Virga"																						
"Henry Herminson"																						
"Robert Christie"																						
"John Pringle"																						
"Geo Wolsey"																						
"Hercules Courtenay"																						
"Isaac Vanbibber"																						
"William Spear"																						
"Capt Nicholson"																						
"Frederick"																						
"Brown"																						
"Frederick"																						
"Dick"																						
"Certifie"																						
"Dick"																						
"Swivell Patrige Shott"																						
"Baggs"																						
"Muskett Balls"																						
"Baggs"																						
"Lockton"																						
"Starr Shott"																						
"James Tibbett"																						
"Wild Dick"																						
"Eden"																						
"Squire"																						
"Squire"																						
"London Advertiser"																						
"James Nicholson"																						
"Phil"						" so soon as it could be procured there "	" but none has yet come to hand "	" & we are very uneasy "	" least some of the enemies cutters should come up this river "	" to destroy our vessels "	" before they are in a posture of defence ."											
"Thomas -RSB- Conway"																						
"G. Mason John Dalton"																						
"Wm. Reynolds"																						
"-LSB- George -RSB- Goosley"																						
"FURNEAUX"																						
"Chace"																						
"Charles Town"																						
"Top Gallt Yards"																						
"Francis Proctor"																						
"Charles Town"																						
"Joseph -RSB- Turpin"																						
"Charles Town"																						
"Gillon"																						
"Gillon"																						
"Rice"																						
"John -RSB- Stirk"						" who would have turned out at a minute 's warning ."																
"Inglis"																						
"Black"																						
"Laurens"						" -RRB- and mixed with the people "	" to see that the work was properly executed ."															
"North-Carolina"																						
"George Houston"						" the agents of the"																
"Drayton"																						
"James Holmes"																						
"Grati"																						
"James Holmes"						" or further order of this Court ."																
"L. H. Butterfield"																						
"Adams"																						
"Butterfield"																						
"Adams"																						
"Porter"																						
"-LSB- James -RSB- Ayscough"																						
"Harriot"																						
"Weymes Orrock"																						
"Benjamin Smith"																						
"JOHN HANCOCK"																						
"-LSB- Elias -RSB- Dayton"																						
"Arthur St. Clair"																						
"Sinclairs"																						
"Al - bany"																						
"Dobb"																						
"Trumbull"																						
"Tryon"																						
"Vernon"																						
"Schuyler"																						
"-LSB- Jacobus"																						
"Wynkoop"																						
"Schuyler"																						
"Wynkoop"																						
"William -RSB- Douglass"																						
"Wynkoop"																						
"Clinton"																						
"Donald"																						
"McLoed"																						
"Suton"																						
"-LSB- Samuel -RSB- Johnston"																						
"Lowther"																						
"Joseph Hewes"																						
"Martha"																						
"Martha"						" and carried them into"																
"Martha"																						
"Harriot"																						
"Weymes Orrock"																						
"Jamcs Holmcs"																						
"Meason"																						
"Thomas Mason"																						
"Baron De Waidtke"																						
"Lee"																						
"Cooper"																						
"James Tibbett"																						
"Barkly"																						
"Pierre Penet"																						
"Pliarne"																						
