																								
		"We are fit - ting out a Schr of 8 Guns which will be ready by 12 oClock tomorrow to as - sist Capt Nicolson in Case of Need ... We have the Honor to be Gentn -LSB- & c. -RSB- Willn1 Lux ."																						
																								
																								
"JnO Smith"	"PERSON"	"And"																						
"Buchanan"	"PERSON"	"WmBuchanan"																						
"John Moale"	"PERSON"	"1 ."																						
																								
		"Red Book "	" XIII "																					
"Md."	"LOCATION"	0																						
																								
		"Arch ."																						
																								
		"AMERICAN THEATRE No 38 Gentn We received your Letter just now and are glad to hear the Ship Defence has got her Guns "	" and that some of the Powder and Arms we ex - pected "	" had arrived at the Head of Elk "	" we doubt not your doing every thing for the best in ordering them down-our Commissary is not in Town "	" we request you will appoint one pro Tempore and take Care that Nothing may be wanted in the Provision-Way that may be thought neces - sary "	" and to put you in Cash "	" have sent you by"																
"Captn -LSB- William -RSB- Hyde"	"PERSON"	"# 1000 Currency ."																						
																								
		"- Our Information before your Letter came to Hand was that the Ship anchored short of the"																						
"Mouth of Patapsco"	"ORGANIZATION"		" but that the Tenders went foirward "	" we have some Companies out to guard the Shore on this side of Patapsco & as low as the"																				
"Mouth of Magoty"	"ORGANIZATION"	"-LSB- Magothy -RSB- - River "	" as yet we have received no Intelligence this Morning we can depend upon from that Quarter ."																					
																								
		"- We doubt not your exerting yourselves on this Occasion for the public service and your own Preservation "	" Mr -LSB-"																					
"Charles -RSB- Carroll"	"PERSON"	"is on the spot "	" and will order Powder and Lead from Major"																					
"Gaither"	"PERSON"	"'s "	" should any be wanted-we Yesterday ordered"																					
"Colo Thomas Dorsey"	"PERSON"	"to march with the"																						
"Elk Ridge Battalion"	"LOCATION"	"- and are making all necessary Dispositions to prevent their Landing "	" in Case they should return to"																					
"Annapolis"	"LOCATION"	0																						
																								
		"We are kc ."																						
																								
		"-LSB-"																						
"Annapolis"	"LOCATION"	"-RSB- March 9th 10 o'clock 1776 1 ."																						
																								
		"Council of Safety Letter Book "	" No. 1 "																					
"Md."	"LOCATION"	0																						
																								
		"Arch ."																						
																								
		"No 39 ."																						
																								
		"-LSB-"																						
"Annapolis"	"LOCATION"	"-RSB- March 9th 1776 To Brigadier-General Chamberlaine Sir A Ship of War and two Tenders went past this Harbor Yesterday After - noon on their way "	" we imagine to"																					
"Baltimore Town"	"LOCATION"	0																						
																								
		"- We apprize you of this that you may immediately order your Battalion to hold themselves in Readiness to march at a Moments Warning - You will make the best"																						
"Prepa"	"LOCATION"	"- ration in your Power "	" and as the Communication may be cut off between the two Shores "	" which may prevent our giving particular Instructions and as some Efforts may be made to land among you with a View of getting Provi - sion "	" we desire you will order and direct them "	" as Exigencies may require and endeavour to repel any hostile Attempts "	" which may be made within your District - Mr"																	
"Thomas Smyth"	"PERSON"	"is now at"																						
"Chester Town"	"LOCATION"	"and we request you will advise with him occasionally ."																						
																								
		"- 1 ."																						
																								
		"Council of Safety Letter Book "	" No. 1 "																					
"Md."	"LOCATION"	0																						
																								
		"Arch ."																						
																								
		"2 ."																						
																								
		"Brigadier"																						
"Genelal"	"PERSON"	"of the militia of the"																						
"Upper Eastern Shore District"	"LOCATION"	0																						
																								
		"Similar alerts were sent to other militia corntnanders ."																						
																								
		"MARYLANDCOUNCILOF SAFETYTO THE VIRGINIACOMMITTEEOF SAFETYl No 43 ."																						
																								
		"Gentn At 8 o'clock on Tuesday Night -LSB- March 51 our two Pilot Boats re - turned to this Place with Intelligence that a Man of War and two Tenders were pushing up the"																						
"Bay"	"LOCATION"		" that in the Mouth of"																					
"Patuxent River"	"LOCATION"	"they made Prize of a New-England Vessel "	" and that we might hourly expect them off our Harbours ."																					
																								
		"We immediately dispatched Expresses to"																						
"Baltimore Town"	"LOCATION"		" and other Parts of the Province with Orders for the Militia to hold them - selves in Readiness to march ."																					
																								
		"- The high Wind all Day on Wednesday pre - vented these armed Vessels proceeding up the Bay ."																						
																								
		"- Yesterday half past three post Merediem they hove in Sight and pushed fast up the"																						
"Bay"	"LOCATION"		" having taken several small Vessels on their Way ."																					
																								
		"- The Ship "	" which we imagine to be the"																					
"Liverpool"	"ORGANIZATION"		" came to an Anchor last"																					
"Kight"	"PERSON"	"of -LSB- # -RSB- the Mouth of"																						
"Patapsco River"	"LOCATION"		" the Tenders kept under Sail ."																					
																								
		"- early this Morning the Ship weighed and we presume "	" proceeded up"																					
"Patapsco"	"LOCATION"	"to take or destroy our Ship Defence and a large ship loaded with Wheat & Flour by Permission of the Con-gress - M7hether the Ship Defence with a Battery hastily thrown up "	" will be sufficient to defeat this hostile Attempt "	" we can not say "	" but we are confi - dent if a Landing is attempted either at"																			
"Baltimore Town"	"LOCATION"	"or this Place "	" that the Enemy will be defeated ."																					
																								
		"We are kc ."																						
																								
		"P.S. 9 o'clock P : M : we have this Moment received certain Intelligence that the hlan of War is the Otter Sloop with two Tenders "	" one of six Car - riage-Guns and the other "	" Swivels only ."																				
																								
		"- that they have taken the Ship load - ed with IVheat and Flour "	" which unluckily happened to be aground at the"																					
"Mouth of Patapsco &"	"ORGANIZATION"	"that they are proceeding up the"																						
"River"	"LOCATION"	"to take or des - troy the Ship Defence ."																						
																								
		"- fresh Provisions also we beleive is their Object ."																						
																								
		"IYe are kc : -LSB-"																						
"Annapolis"	"LOCATION"	"-RSB- 9th March 1776 ."																						
																								
		"1 ."																						
																								
		"Council of Safety Letter Book "	" No ."																					
																								
		"I "																						
"Md."	"LOCATION"	0																						
																								
		"Arch ."																						
																								
		"This date the"																						
"Council"	"ORGANIZATION"	"also alerted the Alex-andria "																						
"Virginia"	"LOCATION"																							
"Committee"	"ORGANIZATION"	0																						
																								
		"JOURNALOF H.M. SLOOPOtter "	" CAPTAINMATTHEWSQUIRE March Point Lookout bore SSM7 6 or 7 Miles Monday 4 Light airs and inclinable to Calms ."																					
																								
		"At 3 P M weighed & came to sail "	" saw a Schooner to the \ Vestward ."																					
																								
		"Made the"																						
"Signal"	"ORGANIZATION"	"for all Cruizers with a Gun ."																						
																								
		"Sent the Ed-ward in Chace ."																						
																								
		"At 6 P M New Point Comfort bore N W ."																						
																								
		"At Midnight anchored with the small"																						
"Bower"	"PERSON"	"in 5 fam Off"																						
"Watts Island"	"LOCATION"	0																						
																								
		"Tuesday 5 At 7 A M weighed Sc came to sail "	" the Tender"																					
"Edward"	"PERSON"	"in company ."																						
																								
		"The first part mode & cloudy "	" the midl & latter strong Gales "	" at 1 P M saw a Sail in the Mouth of"																				
"Patrixet River"	"LOCATION"		" sent the Tender after her ."																					
																								
		"At 4 P M anchored 272 AMERICAN THEATRE with the B"																						
"Bower"	"PERSON"	"in 7 fam "	" at 6 the Tender joyned us with a Schooner prize ."																					
																								
		"Wednesday 6 At 7 A M found the Ship drive "	" let go the small"																					
"Bower"	"PERSON"	"& brought her up ."																						
																								
		"Lowered the lower yards & struck T Gt ."																						
																								
		"Masts ."																						
																								
		"Departed this Life"																						
"Peter Theorson Seaman"	"PERSON"	0																						
																								
		"Opened a Cask Pork "	" contents 110 short 6 pieces ."																					
																								
		"Light breezes & fair ."																						
																								
		"Thursday 7 At an Anchor of -LSB- # -RSB-"																						
"Chester River"	"LOCATION"	"-LSB-"																						
"Maryland"	"LOCATION"	"-RSB- At 5 A M weighed & came to"																						
"Sail in Company"	"ORGANIZATION"	"with the Tender & prize ."																						
																								
		"At 8 the"																						
"Samuel"	"PERSON"	"gave chase to 2 Sail under"																						
"Poplar Island"	"LOCATION"	0																						
																								
		"At 10 sent the Gigg in chase of a small Sloop going for the"																						
"Eastern Shore"	"LOCATION"	0																						
																								
		"At 11 saw the People leave the Sloop ."																						
																								
		"At 1/2 past the"																						
"Samuel"	"PERSON"	"returned with a Schooner Prize "	" as did our Gigg with the Sloop ."																					
																								
		"Little wind & fair ."																						
																								
		"At 5 anchd with the best Bower in 5 # am off the Mouth of"																						
"Chester River"	"LOCATION"		" & veered to 1/3 of a Cable Friday 8 Sent the Tenders in Chace of a Ship going up"																					
"Patruxet River"	"LOCATION"	0																						
																								
		"Sent the Pilot Boat in chace of a Sloop on the"																						
"Western Shore"	"LOCATION"	0																						
																								
		"The first part little wind & hazy ."																						
																								
		"At 4 P M weighed ."																						
																								
		"At 5 found the Ship to strike "	" found her on one of the ."																					
																								
																								
"Knowles"	"PERSON"	"10 foot water ."																						
																								
		"At I0 a small breeze from the"																						
"N W. Loosed the Topsails & Fore-sail &"	"ORGANIZATION"	"braced them back ."																						
																								
		"At 10 blowing fresh got the foremost Guns aft "	" & turned all hands on the"																					
"Quarter Deck"	"LOCATION"		" at 1/2 past she lifted & got off "	" & came too with the B"																				
"Bower"	"PERSON"	"in 1 / "	" last 4 ."																					
																								
		"Saturday 9 At 8 A M carried out the"																						
"Kedge"	"LOCATION"		" weighed & warped further out "	" anchored $ 4-4 "	" saw two ships above the"																			
"Nar"	"ORGANIZATION"	"- rows . '"																						
																								
		"Attempted to get the Ship under weigh "	" but found from the Pilot 's ignorance it was impossible ."																					
																								
		"At 11 the Tenders joyned us "	" & brought onboard a Pilot "	" who inforemed us that all the marked Trees were cut down "	" & that chains were across the Rivers "	" likewise that large Guns were fixed on the Point ."																		
																								
		"Found the two Sail to be Privateers who got under weigh "	" & were work - ing up ."																					
																								
		"The above Pilot took charge of the Ship .3 De-parted this life"																						
"Richd Jackson"	"PERSON"		" Drumr Mode & cloudy ."																					
																								
		"At 2 P M weighed & came to sail "	" and run down the"																					
"Bay"	"LOCATION"		" the 2 Tenders & 5 Prizes in Com - pany ."																					
																								
		"At 6 Anchored off"																						
"Anapolis"	"LOCATION"	"in 4 fam 1 ."																						
																								
		"PRO "	" Admiralty 511663 ."																					
																								
		"2 ."																						
																								
		"The ships were the"																						
"Maryland"	"LOCATION"	"ship Defence "																						
"James Nicholson"	"PERSON"		" commander "	" and the ship be - longing to"																				
"Jonathan Hudson"	"PERSON"		" which the"																					
"Defence"	"ORGANIZATION"	"had just taken from the tenders ."																						
																								
		"3 : This was as far north as the Otter & me on her foray up"																						
"Chesapeake Bay"	"LOCATION"	0																						
																								
		"MARCH 177.6 Otter sloop off"																						
"Annapolis"	"LOCATION"	"9th March 1776 Sir "	" His Majesty 's Sloop under my Command being in Want of fresh Provi - sions am to desire that she may be supplied by the Inhabitants of"																					
"Annapolis"	"LOCATION"	"for which I shall most readily pay the Market Price and as I am well in - formed that a new"																						
"England"	"LOCATION"	"Vessel loaded with Corn and Flour is up the"																						
"River"	"LOCATION"		" must hope the Inhabitants will not molest the Tenders in endeavour - ing to get her out ."																					
																								
		"I have the Honor to be Sir "	" -LSB- kc . -RSB-"																					
																								
																								
"M. Squire"	"PERSON"	"1 ."																						
																								
		"Naval Papers "	" MdHS ."																					
																								
		"GOVERNOR EDEN"																						
"MATTHEWSQUIRE"	"LOCATION"		" R.N. ROBERT TO CAPTAIN Sir"																					
"Annaps"	"PERSON"	"9th March 1776 Your Letter of this day I immediately communicated to the"																						
"Council of Safety"	"ORGANIZATION"	"as without their concurrence and that of the Country people who are at this time assembled here in great numbers "	" there would be much difficulty and no less danger in supplying his Majestie 's Ships - By the request of those Gentlemen I have the honor to inform you that I have given them the copy of your application to me & am to request you to send your Boat ashore with a flag at 9 oClock to morrow morning against which time they will prepare an Answer to your application - I am & c Signed R. E ."																					
																								
		"1 ."																						
																								
		"Naval Papers "	" MdHS ."																					
																								
																								
"Williamsburg"	"LOCATION"	"March 9th 1776 ."																						
																								
		"Gentlemen : - The great length of"																						
"Potomack River"	"LOCATION"	"from its mouth to"																						
"Alex"	"PERSON"	"- andria where men of war can go & the probability of some attempts being made by the enemy in that Quarter make it prudent in our opinion to erect beacons or signals for communicating intelligence of their approach up the river in a more speedy manner than can be done by land ."																						
																								
		"We have there - fore appointed Colonel -LSB- Hugh -RSB- Mercer of the third & Colonel -LSB-"																						
"William -RSB- Peachey"	"PERSON"	"of the fifth regiment to examine the river & fix the different posts & mode of continuing these signals "	" but as we are aware that the course of the river will make it necessary that many of them should be set in your prov - ince "	" we hope you will approve the measure & name Commissioners on your part to co-operate with the above named Gentlemen in effecting it ."																				
																								
		"We hear of no more naval arrivals & the former quiet as to depredations on shore & up the river confining themselves to seisures in the"																						
"Bay"	"LOCATION"	"when they have an opportunity ."																						
																								
		"We have had no intelligence of General"																						
"Clinton"	"PERSON"	"since he went out : - We are Gentlemen -LSB- & c. -RSB-"																						
"Edmd Pendleton"	"PERSON"		" P 1 ."																					
																								
		"Correspondence of"																						
"Council of Safety"	"ORGANIZATION"																							
"Md."	"LOCATION"	0																						
																								
		"Arch ."																						
																								
																								
"Pendleton"	"PERSON"	"was chairman of the"																						
"Virginia Committee of Safety"	"ORGANIZATION"	0																						
																								
		"274 AMERICAN THEATRE JOURNAL"																						
"ANDREW HAMOND"	"PERSON"	"OF CAPTAIN SNAPE A Journal of the Proceedings of the"																						
"Squadron of His Majesty"	"ORGANIZATION"	"'s Ships and Vessels under my Command "	" from the date of my Dispatches to the Com - mander in Chief "	" sent by the"																				
"Kingsfisher Sloop"	"ORGANIZATION"	"to"																						
"Boston"	"LOCATION"	"the 9th March 1776 from"																						
"Hampton Road"	"LOCATION"	"in"																						
"Virginia"	"LOCATION"	0																						
																								
		"` The Roebuck cruising within the Capes ."																						
																								
		"The"																						
"Liverpool"	"LOCATION"		" laying in"																					
"Elizabeth River"	"LOCATION"	"as a protection to the Governor "	" the Lines and the Fleet ."																					
																								
		"The Otter Sloop and"																						
"Liverpool"	"ORGANIZATION"	"'s Tender "	" with a small Sloop armed and manned by the Roebuck "	" sent to the head of Stations"																				
"Chesepeak Bay"	"LOCATION"	"in quest of two Rebel Privateers ."																						
																								
		"The Otter 's Tender "	" sent as a Convoy to a Vessel carrying Arms and Ammunition to Governor"																					
"Martin"	"PERSON"	"at"																						
"Cape Fear"	"LOCATION"	0																						
																								
		"/ The"																						
"Roebuck"	"ORGANIZATION"	"'s Tender "	" at the mouth of the"																					
"Delaware"	"LOCATION"		" chiefly in quest of Pilots for the River ."																					
																								
		"-LSB- 1 ."																						
																								
		"PRO "	" Admiralty 11487 ."																					
																								
		"DEPOSITION OF"																						
"PETER SIMON"	"PERSON"	0																						
																								
		0																						
																								
																								
"Wilmington District"	"LOCATION"																							
"North-Carolina"	"PERSON"	0																						
																								
																								
"Peter Simon"	"PERSON"		" of"																					
"Rhode-Island"	"LOCATION"		" maketh oath on the holy evangelists of Almighty God "	" that he was on board a vessel bound from"																				
"Dominica"	"LOCATION"	"to Ocra - cock "	" and taken off"																					
"Hatteras"	"LOCATION"	"by the sloop General"																						
"Gage"	"PERSON"																							
"George Stibbles"	"PERSON"	"master "	" and brought into"																					
"Cape-Fear"	"ORGANIZATION"	"about the twenty-fifth of Feb-ruary ."																						
																								
		"That Captain -LSB-"																						
"John -RSB- Collett"	"PERSON"	"was on board the said sloop when this deponent was taken "	" and was very communicative with him "	" shewing his papers and instructions "	" and informing what route he was to take "	" & c ."																		
																								
		"That the said"																						
"Collett"	"PERSON"	"said "	" he expected to find General"																					
"Clinton"	"PERSON"	"here with fifteen or sixteen hundred men "	" and that the General was to be reinforced in April with nine thousand ."																					
																								
		"After this junction "	" they were to march to Cross-creek "	" by way of"																				
"Waggamaw"	"PERSON"		" and there join General -LSB-"																					
"Donald -RSB- M'Donald"	"PERSON"	0																						
																								
		"That there was only a sufficient number of men for a garrison to be left at"																						
"Boston"	"LOCATION"		" and that twenty-five thousand men were to be landed in the Jersies "	" between"																				
"Philadelphia"	"LOCATION"	"and New-York "	" in flat-bottomed boats "	" and that if they could not possess New-York "	" they were to destroy it ."																			
																								
		"That the said"																						
"Collet de - clared"	"PERSON"		" that he would kill man "	" avoman and child "	" reserving all the young la - dies for his private pleasures ."																			
																								
		"That the night before last "	" this deponent "	" with several other persons "	" made their escape "	" and came up to"																		
"Wilmington"	"LOCATION"		" and farther saith not ."																					
																								
																								
"Peter Simon"	"PERSON"	"Sworn to before me "	" the ninth of March "	" 1776 ."																				
																								
																								
"William Purviance"	"PERSON"	0																						
																								
																								
"John Cooke"	"PERSON"		" Secretary ."																					
																								
		"1 ."																						
																								
																								
"Pennsylvania Evening Post"	"ORGANIZATION"		" April 2 "	" 1776 ."																				
																								
		"2 ."																						
																								
		"Former commander of Fort"																						
"Johnston"	"PERSON"	"near the mouth of the"																						
"Cape Fear River"	"LOCATION"	0																						
																								
		"MARCH 1776 MINUTESOF THE SOUTH CAROLINA COUNCILOF SAFETY By the"																						
"Council of Safety"	"ORGANIZATION"	"-LSB-"																						
"Charleston"	"LOCATION"	"-RSB- 9th March 1776 ."																						
																								
		"Ordered that Mr."																						
"-LSB- Alexander -RSB- Elsinaure"	"PERSON"	"& in case of his absence a prop - er person to be appointed by Capt."																						
"-LSB- Simon"	"PERSON"	"-RSB-"																						
"Tufts"	"ORGANIZATION"	"forthwith to conduct & pilot the Ship port"																						
"Henderson"	"PERSON"	"from"																						
"Rebellion Road"	"LOCATION"	"to a Safe Mooring place under the Command of"																						
"Fort Johnson"	"LOCATION"	"where the Ship is to lye till further orders - 1 ."																						
																								
																								
"South Carolina Historical and Genealogical Magazine"	"ORGANIZATION"		" IV "	" 200 ."																				
																								
		"HENRYLAURENS"																						
"JOSEPH TURPIN"	"PERSON"	"TO CAPTAIN Sir -"																						
"State House"	"ORGANIZATION"	"-LSB-"																						
"Charleston"	"LOCATION"	"-RSB- 9 March 1776 ."																						
																								
		"~ romyour application for orders to go to Sea in the Brig : Comet we take for granted that the Vessel is in all respects in proper condition for meeting an equal Armed force "	" & therefore think it necessary that you Should forthwith proceed in the"																					
"Said Brigantine"	"ORGANIZATION"	"over the Bar & that you should Stretch up on the"																						
"Coast as far Northward & Southward"	"ORGANIZATION"	"as will admit of your return within the Bar this Evening or to morrow - when we shall ex - pect your report ."																						
																								
		"- We recommend to you the Security of our Pilot Boat & of any friendly Vessel on the Coast & that you will not expose your Vessel & Men to the danger of encountering an unequal Match Inclosed you will find the"																						
"Signal"	"ORGANIZATION"		" which will be made of any Vessel of the"																					
"Continental"	"ORGANIZATION"	"fleet which you will reserve entirely to yourself ."																						
																								
		"We repose an equal confidence in your discretion to guard against a hazardous attack & your bravery to defend your Brigt : to the last extremity if you can not avoid one ."																						
																								
		"the honour of the American Arms as well as your own will in Such an event be at Stake ."																						
																								
		"We wish you success ."																						
																								
		"By order of the Council of Safety 1 ."																						
																								
																								
"South Carolina Historical and Genealogical Magazine"	"ORGANIZATION"		" IV "	199	" 200 ."																			
																								
		"DIARYOF MAJOR"																						
"BARNARD ELLIOTT"	"PERSON"	"-LSB-"																						
"Charleston"	"LOCATION"	"March 9 "	" 17761 Signals - Light house and"																					
"Sullivans Island"	"LOCATION"	"have exactly the same Col - ours to make Signals with "	" namely "	" a Small Narrow blue Pendant Broad blue ditto or Flagg a"																				
"Small red Pendant Light"	"ORGANIZATION"	"house only makes Signals "	" Sullivans Makes & repeats signals excepting when any sail is seen to the northward of the Island in that case and that only a"																					
"Signal"	"ORGANIZATION"	"will be kept standing till the Vessel or Vessels so seen comes so far to the Southward as to be Open to the Town & no longer When a Sloop or Schooner The Narrow blue Pendant When a Brigg or Snow Is Seen The blue"																						
"Jack"	"PERSON"	"or flagg When a Ship or 3 Masts Red Pendant 1 i MARCH 1776 a And if more Vessels than One are seen the"																						
"Signal"	"ORGANIZATION"	"for the largest Vessel will be kept standing as long as it is above directed ."																						
																								
		"Johnsons Fort will hoist the Old common blue"																						
"Fort Flagg"	"LOCATION"		" or"																					
"Jack"	"PERSON"	"when a Coasting Schooner or Sloop is Seen at the Flagg Staff two thirds up "	" If not coasters the same"																					
"Flagg"	"PERSON"	"will be hoisted quite up "	" - in both these cases this Flagg will be hoisted and lower 'd as often as there are Sloops or Schooners seen at intervals of about five Minutes each "	" If One "	" two "	" or "	" three Brigantines "	" are seen as many small White Pendants will be hoisted on so many long Poles "	" so as to be seen by the People of the Town ."															
																								
		"If One "	" two "	" or three Snows "	" as many small blue Pendants in like Manner "	" If One "	" two "	" or three Ships "	" as many"															
"Red Pendants"	"ORGANIZATION"		" If more than three Ships "																					
"Briggs"	"PERSON"		" or Snows "	" are seen "	" If"																			
"Briggs"	"PERSON"	"for instance and there are spare Signals of the other two Sorts the Spare Sig - nals are to be placed between the white Signals which are used for"																						
"Briggs"	"PERSON"		" and so of the rest ."																					
																								
		"The Small Pendants are to be kept Standing till the Ves - sels are either out of sight or else come in and pass the"																						
"Fort"	"LOCATION"	0																						
																								
		"Whenever any of these pendants are hoisted a"																						
"Jack"	"PERSON"	"with a"																						
"White field & Red Cross"	"ORGANIZATION"	"will be hoisted at the same time quite up at the"																						
"Flagg Staff"	"ORGANIZATION"		" If Merchant Men ."																					
																								
		"If Men of War the New Provincial Flagg will be hoisted & lowered as many times as there are Men of War seen ."																						
																								
		"Whenever any of the foregoing stand - ing Signals are made a smalr pendant will be hoisted & kept standing on the Barracks at Col : -LSB-"																						
"Christopher"	"PERSON"	"-RSB-"																						
"Gadsdens Wharf"	"LOCATION"		" as long as such standing Sig - nal is kept up either at"																					
"Johnsons Fort"	"LOCATION"	"or at"																						
"Sullivans Island"	"LOCATION"		" Observe all oth - er Signals that may be seen besides the Above "	" will be mostly Signals made and repeated or Answer 'd between the-Light house "																				
"Sullivans Island"	"LOCATION"		" & Fort"																					
"Johnson"	"PERSON"	"upon the first discerning of any Vessels ."																						
																								
		"N B ."																						
																								
		"A Gun will be fired from the Battery at Col."																						
"Laurens"	"PERSON"	"'s Wharf and at the same time a Jack or Flagg hoisted on the"																						
"Barracks"	"ORGANIZATION"	"at"																						
"Gadsdens Wharf"	"ORGANIZATION"	"is a Signal for all Officers and others in the"																						
"Provincial Service"	"ORGANIZATION"	"who are in or near"																						
"Town"	"LOCATION"	"to repair immediately to their respective Posts ."																						
																								
		"-LRB- Sign 'd -RRB-"																						
"Christopher Gadsden"	"PERSON"	0																						
																								
		"I. SCHS ."																						
																								
																								
"Elliott"	"PERSON"	"was in the 2d"																						
"South Carolina Regiment"	"ORGANIZATION"	0																						
																								
		"March .76 Running up"																						
"Savannah River"	"LOCATION"	"to the Town Fridy 1 at 9 AM Weigh 'd and Came to sail Running up to"																						
"Savannah Light Airs"	"ORGANIZATION"	"with Calms at 3 PM Came too with the small Br in 3 fms Moor 'd the schoonr with Kedge Anchor & hawser Emplog 'd fixing the Boarding Net - ."																						
																								
		"ting & starting the ` water to lighten the Vessel ~ aturd ~ ' 2"																						
"AM Unmoor 'd Savannah Town W b S"	"ORGANIZATION"	0																						
																								
		"Light Airs with Calms PM at 2 Weigh 'd & Came to Sail Came on board a party of Marines from the Cherokee and five Seamen 278"																						
"AMERICAN THEATRE Sundy"	"ORGANIZATION"	3																						
"Mondy"	"ORGANIZATION"	"4 Tuesdy 5 ."																						
																								
		0																						
																								
		"Wednesdy 6 Thursdy 7 Fridy 8 from the"																						
"Scarbrough"	"PERSON"	"with Capt -LSB-"																						
"Andrew -RSB- Barkley"	"PERSON"	"Running up the back"																						
"River"	"LOCATION"	"to"																						
"Savannah"	"LOCATION"	"at times Empd in Warping up - at 9 Got a Ground "	" carried out the Kedge Anchor and hawser Employ 'd Gittg the Vessel1 off Came on board Several of the Marchantmens boats with the hands to assist and several of the Inhabitants Seaz 'd a Sloop with bale goods on board sent the boats to take a brigg found her aground took out 2 Barrels of Flour with seve -LSB- ral -RSB- other things at 6 PM hove off at 8 Weighd and dropt farther up at 11 Weighd and Came to Sail Got a ground Saw Several of the Rebels under arms fired several1 guns and small arms at them Carried out the Kedge Anchor had 5 men Wounded by the Rebels Calms with Light airs the Vessel aground and the Rebels firing at us with Small Arms PM heard"																					
"Sev - eral Guns"	"PERSON"	"fired by the Rebels at the Merchant ships the Rebels set fire to some of the Marchantmen at 4 hove off Let go the Grappling hove up the Kedge Anchor ... Dropt lower down Let go the Kedge Anchor in 2 fms Carried out a Rope & made fast to the shore Came onboard the flat bottom boat from the Symerter -LSB- Symmetry -RSB- AM sent the flat bottom boat with Marchants mens boats to Assist gittg their Vessel down the River Let go the small Bower & Weighd the Kedge Anchor Car-ried out the Kedge Anchor & Warp 'd Lower down Mode Breezes and Cloudy Wr PM Employ 'd fixing the boarding"																						
"Nettgs AM Came"	"ORGANIZATION"	"down Several of the Merchant Ships with the Troops on board Employd Variously Let go the Bt Br & Weighd the Small Br Fresh Breezes and Cloudy with rain Employ 'd Gittg the merchant Men off that Run a Ground AM Variously Employ 'd Light Airs and Clear Wr at 8 PM hove up the Anchor & Warpt further up AM Empd Working and Towing down the River sev - eral"																						
"Merchant"	"ORGANIZATION"	"ships in Company Do Wr at 2 PM Came too with the"																						
"Kedge Anchor"	"ORGANIZATION"	"and hawser in 2 fm at 8 Weigh 'd Dropt Lower down At 1 AM Came too with the"																						
"Small Bower"	"ORGANIZATION"	"in 2 fm Veer 'd to ?"																						
																								
		"A3 a Cable at 10 Weighd & Warpt lower down at Noon made sail Town of"																						
"Savannah"	"LOCATION"	"WSW Do Wr at 2 PM Came too with small Br in 3 fm Veer 'd to y3 a Cable Empd filling Water MARCH 1776 Saturdy 9 AM Employ 'd as before at 10 Weigh 'd and came to sail Running down to Cockspur Do Wr at 2 -LSB- P.M. -RSB- Came too with the small Br in 3 fm at 5 Weigh 'd and came to sail at 7 Came too with the Bt Br in 3"																						
"Ems"	"ORGANIZATION"	"Tebea Lookout East Cockspur Isld - WNW found ridg here his Majestys Ship Scar-brough & Tamer ."																						
																								
		"1 ."																						
																								
		"PRO "	" Admiralty 51/4219 ."																					
																								
		"MASTER ` SLOGof H.M. ARMED VESSELCherokee March 1776 Moored abreast of"																						
"Salters Island"	"LOCATION"	"in"																						
"Savannah"	"LOCATION"	"river Friday 8th Light Airs Inclining to Calms at 1 AM came down the"																						
"River"	"LOCATION"	"and Anchored here His Majesty 's Armed Schooner Hinchinbrook in Compy wth the"																						
"Symmetry Transport"	"ORGANIZATION"		" all the"																					
"Armed Vessels of our Squadron"	"ORGANIZATION"		" and Thirteen sail of Mercht Men wth His Majestys Troops and Seamen rescued out of the hands of the Rebels fired the Evening and Morning Guns - First and Latter mode and fair middle Do Calm at 1 PM weighed and came to Sail "	" all the"																				
"Fleet in Company"	"ORGANIZATION"	"at 4 Do we run aground on the"																						
"No River"	"LOCATION"	"point do the fleet Anchd at 7 run out the Stream Anchor to the SEt the"																						
"North River"	"LOCATION"	"point SW 1/2 Mile Saturday 9th at 9 AM unmoored weighed and made Sail down the"																						
"North River"	"LOCATION"	"all the Fleet in"																						
"Compy"	"LOCATION"	"at 11 Anchd wth the S1 Br in 13 feet at Low Water Veered to Grd of a Cable and moored wth the Stream Anchor to the Northwd all the fleet parted Compy except the Ad-venture a Ship belonging to"																						
"Jamaica Laden"	"LOCATION"	"wth"																						
"Rice"	"PERSON"	"who run a ground and we lay by her to protect her from the Rebels ."																						
																								
		"Light Breezes and fair PM sent 10 Seamen on board the Adventure to Assist in getting of hei-off at 11 unmoored Weighed and came to Sail and Dropt down the River the Adventure in Compy 1 ."																						
																								
		"PRO "	" Admiralty 5211662 ."																					
																								
		"-LRB- A COPY -RRB- English Harbour "																						
"Antigua"	"LOCATION"	"9th March 1776 ."																						
																								
		"Sir I had the honour of receiving your Excellencys Letter of the 22d Janu - ary last -LRB- in answer to the one I wrote you the 15th ` of the same -RRB- and it gave me very great pleasure to perceive you disavowed giving any protection or Countenance to the Smuggling Traffick "	" which had for some time before been carried on between the French and"																					
"English Islands"	"LOCATION"	0																						
																								
		"280 AMERICAN THEATRE I had also the honour of receiving another Letter from your Excellency dated the 11 th October 1775 "	" in which you assured me in the most positive terms that you had some time before `` Strictly forbid all the People under your Government "	" on no Account whatever to Supply Gun-powder Arms "	" or other"																			
"Warlike Stores"	"ORGANIZATION"	"to any of the Rebellious Subjects of His Britannic Ma - jesty belonging to"																						
"North America"	"LOCATION"	". ''"																						
																								
